"DBDateTime","AppName","ElementName",Count
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","1SiteMenuOpen",148
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","2SiteMenuOpen",36
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","3rdDOBAttempt",102
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","3rdDOBAttempt2",78
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","3rdSSNCINAttempt",109
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","3SiteMenuOpen",30
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","4SiteMenuOpen",3
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_1",1974
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_10",150
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_12",70
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_14",124
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_15",35
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_16",237
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_17",157
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_18",306
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_19",2
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_2",143
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_20",73
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_21",94
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_22",217
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_23",4851
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_24",26
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_3",369
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_4",673
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_5",156
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_6",93
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_7",157
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_8",5
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","AfterHours_9",556
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","APM_ENG",6365
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","APM_OTHER",381
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","APM_SPA",723
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaliZipCode",290
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.3rdDOBAttempt",198
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.3rdSSNCINAttempt",251
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.AfterHours_1",26
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.AfterHours_2",36
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.CaptureSSNDOB",1079
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.CARC_FLG_CSR_SSN",25
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.DOBCount",198
"2017-11-15 00:00:00.0000000","CARC_CHCO_MENU_NEW","CaptureSSNDOB.DOBValid",1013
