"DBDateTime","AppName","ElementName",Count
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","1SiteMenuOpen",43
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","2SiteMenuOpen",7
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","3SiteMenuOpen",1
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","7to10Days_MSG",32
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_1",2321
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_10",227
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_11",66
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_12",66
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_14",123
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_15",44
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_16",394
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_17",269
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_18",745
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_19",1
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_2",152
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_20",209
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_21",298
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_22",51
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_23",5215
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_3",617
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_30",16
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_31",67
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_33",8
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_34",9
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_4",808
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_5",149
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_6",96
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_7",184
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","AfterHours_9",628
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","Alameda_Alliance_MSG",2
"2018-10-22 00:00:00.0000000","CARC_CHCO_MENU_PROD_2018","Anthom_Blue_MSG",5
