PLAN_START_DATE,PLAN_END_DATE,UNIT_OF_WORK,SIM_DAY,AGE,NUMBER_OF_TASKS,PLACEHOLDER
4/29/2019, 05/12/2019 , DE_NEW_APP ,1,0,238,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,1,1,238,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,1,2,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,1,3,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,1,4,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,1,5,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,1,6,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,1,0,25,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,1,1,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,1,2,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,1,3,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,1,4,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,1,5,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,1,6,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,1,0,4,0
4/29/2019, 05/12/2019 , DE_APPEAL ,1,1,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,1,2,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,1,3,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,1,4,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,1,5,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,1,6,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,1,0,252,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,1,1,2,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,1,2,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,1,3,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,1,4,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,1,5,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,1,6,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,1,0,32,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,1,1,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,1,2,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,1,3,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,1,4,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,1,5,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,1,6,0,0
4/29/2019, 05/12/2019 , BATCH ,1,0,0,0
4/29/2019, 05/12/2019 , BATCH ,1,1,0,0
4/29/2019, 05/12/2019 , BATCH ,1,2,0,0
4/29/2019, 05/12/2019 , BATCH ,1,3,0,0
4/29/2019, 05/12/2019 , BATCH ,1,4,0,0
4/29/2019, 05/12/2019 , BATCH ,1,5,0,0
4/29/2019, 05/12/2019 , BATCH ,1,6,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,1,0,7,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,1,1,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,1,2,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,1,3,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,1,4,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,1,5,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,1,6,0,0
4/29/2019, 05/12/2019 , QC ,1,0,116,0
4/29/2019, 05/12/2019 , QC ,1,1,20,0
4/29/2019, 05/12/2019 , QC ,1,2,0,0
4/29/2019, 05/12/2019 , QC ,1,3,0,0
4/29/2019, 05/12/2019 , QC ,1,4,0,0
4/29/2019, 05/12/2019 , QC ,1,5,0,0
4/29/2019, 05/12/2019 , QC ,1,6,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,1,0,20,0
4/29/2019, 05/12/2019 , ENROLLMENT ,1,1,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,1,2,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,1,3,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,1,4,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,1,5,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,1,6,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,1,0,28,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,1,1,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,1,2,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,1,3,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,1,4,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,1,5,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,1,6,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,2,0,222,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,2,1,223,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,2,2,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,2,3,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,2,4,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,2,5,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,2,6,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,2,0,31,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,2,1,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,2,2,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,2,3,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,2,4,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,2,5,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,2,6,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,2,0,8,0
4/29/2019, 05/12/2019 , DE_APPEAL ,2,1,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,2,2,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,2,3,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,2,4,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,2,5,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,2,6,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,2,0,253,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,2,1,8,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,2,2,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,2,3,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,2,4,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,2,5,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,2,6,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,2,0,30,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,2,1,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,2,2,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,2,3,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,2,4,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,2,5,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,2,6,0,0
4/29/2019, 05/12/2019 , BATCH ,2,0,0,0
4/29/2019, 05/12/2019 , BATCH ,2,1,0,0
4/29/2019, 05/12/2019 , BATCH ,2,2,0,0
4/29/2019, 05/12/2019 , BATCH ,2,3,0,0
4/29/2019, 05/12/2019 , BATCH ,2,4,0,0
4/29/2019, 05/12/2019 , BATCH ,2,5,0,0
4/29/2019, 05/12/2019 , BATCH ,2,6,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,2,0,2,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,2,1,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,2,2,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,2,3,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,2,4,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,2,5,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,2,6,0,0
4/29/2019, 05/12/2019 , QC ,2,0,96,0
4/29/2019, 05/12/2019 , QC ,2,1,26,0
4/29/2019, 05/12/2019 , QC ,2,2,0,0
4/29/2019, 05/12/2019 , QC ,2,3,0,0
4/29/2019, 05/12/2019 , QC ,2,4,0,0
4/29/2019, 05/12/2019 , QC ,2,5,0,0
4/29/2019, 05/12/2019 , QC ,2,6,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,2,0,33,0
4/29/2019, 05/12/2019 , ENROLLMENT ,2,1,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,2,2,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,2,3,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,2,4,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,2,5,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,2,6,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,2,0,27,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,2,1,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,2,2,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,2,3,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,2,4,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,2,5,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,2,6,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,3,0,227,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,3,1,203,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,3,2,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,3,3,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,3,4,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,3,5,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,3,6,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,3,0,18,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,3,1,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,3,2,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,3,3,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,3,4,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,3,5,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,3,6,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,3,0,14,0
4/29/2019, 05/12/2019 , DE_APPEAL ,3,1,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,3,2,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,3,3,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,3,4,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,3,5,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,3,6,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,3,0,242,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,3,1,34,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,3,2,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,3,3,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,3,4,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,3,5,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,3,6,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,3,0,25,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,3,1,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,3,2,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,3,3,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,3,4,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,3,5,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,3,6,0,0
4/29/2019, 05/12/2019 , BATCH ,3,0,0,0
4/29/2019, 05/12/2019 , BATCH ,3,1,0,0
4/29/2019, 05/12/2019 , BATCH ,3,2,0,0
4/29/2019, 05/12/2019 , BATCH ,3,3,0,0
4/29/2019, 05/12/2019 , BATCH ,3,4,0,0
4/29/2019, 05/12/2019 , BATCH ,3,5,0,0
4/29/2019, 05/12/2019 , BATCH ,3,6,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,3,0,9,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,3,1,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,3,2,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,3,3,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,3,4,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,3,5,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,3,6,0,0
4/29/2019, 05/12/2019 , QC ,3,0,96,0
4/29/2019, 05/12/2019 , QC ,3,1,13,0
4/29/2019, 05/12/2019 , QC ,3,2,0,0
4/29/2019, 05/12/2019 , QC ,3,3,0,0
4/29/2019, 05/12/2019 , QC ,3,4,0,0
4/29/2019, 05/12/2019 , QC ,3,5,0,0
4/29/2019, 05/12/2019 , QC ,3,6,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,3,0,17,0
4/29/2019, 05/12/2019 , ENROLLMENT ,3,1,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,3,2,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,3,3,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,3,4,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,3,5,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,3,6,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,3,0,33,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,3,1,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,3,2,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,3,3,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,3,4,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,3,5,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,3,6,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,4,0,221,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,4,1,205,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,4,2,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,4,3,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,4,4,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,4,5,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,4,6,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,4,0,8,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,4,1,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,4,2,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,4,3,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,4,4,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,4,5,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,4,6,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,4,0,7,0
4/29/2019, 05/12/2019 , DE_APPEAL ,4,1,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,4,2,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,4,3,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,4,4,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,4,5,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,4,6,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,4,0,225,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,4,1,41,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,4,2,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,4,3,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,4,4,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,4,5,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,4,6,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,4,0,38,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,4,1,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,4,2,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,4,3,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,4,4,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,4,5,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,4,6,0,0
4/29/2019, 05/12/2019 , BATCH ,4,0,0,0
4/29/2019, 05/12/2019 , BATCH ,4,1,0,0
4/29/2019, 05/12/2019 , BATCH ,4,2,0,0
4/29/2019, 05/12/2019 , BATCH ,4,3,0,0
4/29/2019, 05/12/2019 , BATCH ,4,4,0,0
4/29/2019, 05/12/2019 , BATCH ,4,5,0,0
4/29/2019, 05/12/2019 , BATCH ,4,6,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,4,0,17,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,4,1,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,4,2,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,4,3,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,4,4,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,4,5,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,4,6,0,0
4/29/2019, 05/12/2019 , QC ,4,0,86,0
4/29/2019, 05/12/2019 , QC ,4,1,16,0
4/29/2019, 05/12/2019 , QC ,4,2,0,0
4/29/2019, 05/12/2019 , QC ,4,3,0,0
4/29/2019, 05/12/2019 , QC ,4,4,0,0
4/29/2019, 05/12/2019 , QC ,4,5,0,0
4/29/2019, 05/12/2019 , QC ,4,6,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,4,0,15,0
4/29/2019, 05/12/2019 , ENROLLMENT ,4,1,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,4,2,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,4,3,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,4,4,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,4,5,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,4,6,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,4,0,33,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,4,1,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,4,2,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,4,3,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,4,4,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,4,5,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,4,6,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,5,0,187,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,5,1,210,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,5,2,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,5,3,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,5,4,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,5,5,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,5,6,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,5,0,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,5,1,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,5,2,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,5,3,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,5,4,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,5,5,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,5,6,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,5,0,5,0
4/29/2019, 05/12/2019 , DE_APPEAL ,5,1,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,5,2,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,5,3,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,5,4,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,5,5,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,5,6,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,5,0,216,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,5,1,46,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,5,2,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,5,3,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,5,4,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,5,5,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,5,6,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,5,0,23,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,5,1,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,5,2,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,5,3,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,5,4,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,5,5,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,5,6,0,0
4/29/2019, 05/12/2019 , BATCH ,5,0,0,0
4/29/2019, 05/12/2019 , BATCH ,5,1,0,0
4/29/2019, 05/12/2019 , BATCH ,5,2,0,0
4/29/2019, 05/12/2019 , BATCH ,5,3,0,0
4/29/2019, 05/12/2019 , BATCH ,5,4,0,0
4/29/2019, 05/12/2019 , BATCH ,5,5,0,0
4/29/2019, 05/12/2019 , BATCH ,5,6,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,5,0,22,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,5,1,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,5,2,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,5,3,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,5,4,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,5,5,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,5,6,0,0
4/29/2019, 05/12/2019 , QC ,5,0,85,0
4/29/2019, 05/12/2019 , QC ,5,1,7,0
4/29/2019, 05/12/2019 , QC ,5,2,0,0
4/29/2019, 05/12/2019 , QC ,5,3,0,0
4/29/2019, 05/12/2019 , QC ,5,4,0,0
4/29/2019, 05/12/2019 , QC ,5,5,0,0
4/29/2019, 05/12/2019 , QC ,5,6,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,5,0,14,0
4/29/2019, 05/12/2019 , ENROLLMENT ,5,1,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,5,2,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,5,3,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,5,4,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,5,5,0,0
4/29/2019, 05/12/2019 , ENROLLMENT ,5,6,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,5,0,76,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,5,1,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,5,2,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,5,3,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,5,4,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,5,5,0,0
4/29/2019, 05/12/2019 , LINK_CLASSIFY ,5,6,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,6,0,187,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,6,1,210,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,6,2,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,6,3,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,6,4,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,6,5,0,0
4/29/2019, 05/12/2019 , DE_NEW_APP ,6,6,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,6,0,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,6,1,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,6,2,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,6,3,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,6,4,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,6,5,0,0
4/29/2019, 05/12/2019 , DE_APP_RENEWAL ,6,6,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,6,0,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,6,1,5,0
4/29/2019, 05/12/2019 , DE_APPEAL ,6,2,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,6,3,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,6,4,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,6,5,0,0
4/29/2019, 05/12/2019 , DE_APPEAL ,6,6,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,6,0,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,6,1,216,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,6,2,46,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,6,3,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,6,4,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,6,5,0,0
4/29/2019, 05/12/2019 , ELIG_NEW_APP ,6,6,0,0
